Country,ISO,Sec_cntry,Name,Purpose,Admin_unit,Near_city,River,Main_basin,Sub_basin,Status,PVOUT,PV_surface,PV_spcapacity,Dam_hgt,Res_capacity,Res_area,HPP_elec_cap,Transm_exist,Transm_length,Transm_planned,Proj_type,Lifecycle,Storage_typ,Linked_prj,Proj_cost,Proj_status,Study_status,Proj_yr,Yr_recentstudy,Comission_due,Ann_firm_gen,Ann_tot_gen,Prox_irrig,Size_irrig_area,Owner,Autom_EMS/SCADA, PrivateOwnership_RE,Feed_in_tariff_Solar,Feed_in_tariff _ForeignExchg,Guaranteed_Offtake,Competitive_bidding,Winning_bid _offtake,OtherFiscal _incentives_RE,Prioritized_access_grid_RE,Priority_dispatch,Compensation_IPP_offtake,Compensations_lost_generation,Gov_guarantee_payments,Regulatory_Overview,Download,Long,Lat
India,IND,,Debhari,Irrigation,Gujarat,Balasinor,Vehla,,,Operational since 1986,,,,16,0.411,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Deo,Irrigation,Gujarat,Halol,Deo,,,Operational since 1986,,,,26.5,84.09,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Javashi M.I.,Irrigation,Gujarat,Santranpur,Kotar,,,Operational since 1986,,,,21.5,1.098,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Jesar,Irrigation,Gujarat,Savrakundala,Ranigadha,,,Operational since 1986,,,,22,0.51,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kabutri,Irrigation,Gujarat,Limkheda,Kabutari,,,Operational since 1986,,,,19,9.58,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Moralnaka,Irrigation,Gujarat,Santrampur,Kotar,,,Operational since 1986,,,,28,4.098,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Mota-Zinzuda,Irrigation,Gujarat,Savarkundala,Local Stream,,,Operational since 1986,,,,17,0.339,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nindka,Irrigation,Gujarat,Santrampur,Kotar,,,Operational since 1986,,,,22,1.785,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ranala,Irrigation,Gujarat,Dhari,Ranala,,,Operational since 1986,,,,18,1.351,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Toda,Irrigation,Gujarat,Sihor,Local Nala,,,Operational since 1986,,,,17,0.875,,,,,,,,,,,,,,,,,,,,Government of Gujarat,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sina,Irrigation,Maharashtra,Karjat,Sina,,,Operational since 1986,,128.34,,28.5,67.95,12.834,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bhira (Forebay),Irrigation,Maharashtra,Raigad,Bhira,,,Operational since 1986,,3.9,,40,5.2,0.39,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Oras (Bk),Irrigation,Maharashtra,Kudal,Local Nala,,,Operational since 1986,,17.8,,23.6,2.419,1.78,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kholghar,Irrigation,Maharashtra,Navapur,Shivar River,,,Operational since 1986,,0.68,,26,4.314,0.068,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Karanjali,Irrigation,Maharashtra,Dindori ,Local Nala,,,Operational since 1986,,2.66,,22.6,1.86,0.266,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kadus,Irrigation,Maharashtra,Khed,Kamdndula,,,Operational since 1986,,2.63,,18.5,2.63,0.263,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Saradiwadi,Irrigation,Maharashtra,Sinnar,Shiv,,,Operational since 1986,,,,15.32,2.18,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Jakham,Irrigation,Rajasthan,Dhariyabad,Jakham,,,Operational since 1986,1662,708.5,,81,142.02,70.85,,,,,,,,,,,,,,,,,,,Government of Rajasthan,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),74.0294,23.9786
India,IND,,Nandwal,Irrigation,Maharashtra,Koregaon,Vasana,,,Operational since 1986,,3.85,,20.25,1.79,0.385,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Lingwane,Irrigation,Maharashtra,Peth,Local Nala,,,Operational since 1986,,3.8,,24,1.87,0.38,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Vasadara,Irrigation,Maharashtra,Nandurbar,Patalganga,,,Operational since 1986,,,,16.61,1.156,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kanher,"Irrigation, Hydropower",Maharashtra,Satara,Wenna,,,Operational since 1986,,,,50.34,286,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Pililakhadan,Irrigation,Madhya Pradesh,Jhabua,Local,,,Operational since 1986,,14.2,,15.58,0.644,1.42,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Upper Kaberi,Irrigation,Karnataka,Dandeli,Kaneri,,,Operational since 1986,,24.9,,27,16.33,2.49,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Limbi,Irrigation,Madhya Pradesh,Barwani,Local,,,Operational since 1986,,0.9877,,18.63,0.51,0.09877,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Osada,Irrigation,Madhya Pradesh,Barwani,Local,,,Operational since 1986,,1.5,,16.77,0.611,0.15,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Sindhi Khorda,Irrigation,Madhya Pradesh,Barwani,Local,,,Operational since 1986,,1.51,,19.13,0.92,0.151,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Chanand,Irrigation,Maharashtra,Atpadi,Local Nala,,,Operational since 1986,,0.0386,,15.46,,0.00386,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nimbawade,Irrigation,Maharashtra,Atpadi,Local Nala,,,Operational since 1986,,22.98,,16.13,6.68,2.298,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Amba,Irrigation,Maharashtra,Kannad,Local Nala,,,Operational since 1986,,0.35,,13.37,0.995,0.035,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Doddanalla (Nigdi),Irrigation,Maharashtra,Jath,Bor ,,,Operational since 1986,,1.98,,16.2,6.5,0.198,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Deogaon,Irrigation,Maharashtra,Ami,Local Nala,,,Operational since 1986,,2.4,,15.91,7.31,0.24,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Girija,Irrigation,Maharashtra,Khultabad,Girija,,,Operational since 1986,,7.75,,19.1,24.5,0.775,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kalyan,Irrigation,Maharashtra,Jalocal Nalla,Kalyan,,,Operational since 1986,,5.33,,16.49,15.36,0.533,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nive,Irrigation,Maharashtra,Deorukh,Local Nala,,,Operational since 1986,,4.17,,21.92,2.616,0.417,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Talsangi,Irrigation,Maharashtra,Mangalwedha,Bhavaninalla,,,Operational since 1986,,,,15.24,2.42,,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Biggerahalla,Irrigation,Karnataka,Chikkamagalore,Tunga Bhadra Bn.,,,Operational since 1986,,18.9,,15.16,0.63,1.89,,,,,,,,,,,,,,,,,,,Government of Karnataka,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Abhora,Irrigation,Maharashtra,Raver,Bhokar,,,Operational since 1986,,1.54,,27.33,6.44,0.154,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kundlika,Irrigation,Maharashtra,Majalgaon,Kundlika,,,Operational since 1986,1577,68.5,,28.45,46.35,6.85,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),76.125417,18.945417
India,IND,,Theetha,Irrigation,Karnataka,Tumkur,Kayamangali,,,Operational since 1986,,15.3,,22,6.85,1.53,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Dinsi,Irrigation,Karnataka,Gulbarga,Krishna Bn.,,,Operational since 1986,,1.7,,17.1,0.93,0.17,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Kallada (Parappar),Irrigation,Kerala,Kollam,Kallada,,,Operational since 1986,1436,230,,85.35,524,23,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),77.1503,8.5328
India,IND,,Barod,Irrigation,Madhya Pradesh,Raghogarh,Local,,,Operational since 1986,,3.973,,15.93,1.53,0.3973,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Chenderi,Irrigation,Madhya Pradesh,Bhopal,Local,,,Operational since 1986,,17.688,,17.14,5.434,1.7688,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Ghorapachhar,Irrigation,Madhya Pradesh,Bhopal,Ghorap'R,,,Operational since 1986,,20.59,,23.42,12.41,2.059,,,,,,,,,,,,,,,,,,,,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Servalar,"Irrigation, Hydropower",Tamil Nadu,Tirunelveli,Servalar,,,Operational since 1986,,708.5,,57,35,70.85,,,,,,,,,,,,,,,,,,,Government of Tamil Nadu,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Loni,Irrigation,Maharashtra,Kinwat,Local Nala,,,Operational since 1986,,18.49,,21.6,9.217,1.849,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Shirpur,Irrigation,Maharashtra,Kinwat,Local Nala,,,Operational since 1986,,,,28.4,6.05,,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Nagavathi,Irrigation,Tamil Nadu,Dharmapuri,Nagavathy,,,Operational since 1986,,708.5,,15.81,4.652,70.85,,,,,,,,,,,,,,,,,,,Government of Tamil Nadu,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Thoppaiyar,Irrigation,Tamil Nadu,Dharmapuri,Thoppaiyar,,,Operational since 1986,,708.5,,19.75,8.456,70.85,,,,,,,,,,,,,,,,,,,Government of Tamil Nadu,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Dham,Irrigation,Maharashtra,Arvi,Dham,,,Operational since 1986,,77.8,,33.35,72.46,7.78,,,,,,,,,,,,,,,,,,,Government of Maharashtra,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Chandora,Irrigation,Madhya Pradesh,Multai,Tapti,,,Operational since 1986,,39.19,,17.26,18.2,3.919,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
India,IND,,Bicholi,Irrigation,Madhya Pradesh,N.A.,Local,,,Operational since 1986,,0.9,,16.31,0.491,0.09,,,,,,,,,,,,,,,,,,,Government of Madhya Pradesh,,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,RISE Information (http://rise.esmap.org/country/india),Full Database (https://energydata.info/dataset/hydropower-dams-2018),,
